                    component htbin njetbin mhtbin   xi     n  nvar
  QCD_HT700to1000_madgraphMLM   200       3    130 0.95     0     0
  QCD_HT700to1000_madgraphMLM   200       3    200    0     7     7
  QCD_HT700to1000_madgraphMLM   200       3    200 0.05     3     3
  QCD_HT700to1000_madgraphMLM   200       3    200  0.1     3     3
  QCD_HT700to1000_madgraphMLM   200       3    200 0.15     2     2
  QCD_HT700to1000_madgraphMLM   200       3    200  0.2     1     1
  QCD_HT700to1000_madgraphMLM   200       3    200 0.25     0     0
  QCD_HT700to1000_madgraphMLM   200       3    200  0.3     0     0
  QCD_HT700to1000_madgraphMLM   200       3    200  0.4     1     1
  QCD_HT700to1000_madgraphMLM   200       3    200 0.45     0     0
  QCD_HT700to1000_madgraphMLM   200       3    200  0.6     1     1
  QCD_HT700to1000_madgraphMLM   200       3    200 0.65     0     0
  QCD_HT700to1000_madgraphMLM   200       3    200 0.75     0     0
  QCD_HT700to1000_madgraphMLM   200       3    200  0.9     0     0
  QCD_HT700to1000_madgraphMLM   200       3    200 1.05     2     2
  QCD_HT700to1000_madgraphMLM   200       3    200  1.1     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400    0     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400 0.05     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400  0.4     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400  0.6     0     0
  QCD_HT700to1000_madgraphMLM   200       3    400 1.05     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130    0     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130 0.05     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130  0.1     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130 0.15     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130  0.2     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130 0.25     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130  0.3     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130  0.4     0     0
  QCD_HT700to1000_madgraphMLM   200       6    130  0.9     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200    0     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200 0.05     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200  0.1     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200 0.15     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200  0.2     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200  0.4     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200  0.6     0     0
  QCD_HT700to1000_madgraphMLM   200       6    200 1.05     0     0
  QCD_HT700to1000_madgraphMLM   400       2    130    0  5998  5998
  QCD_HT700to1000_madgraphMLM   400       2    130 0.05  2925  2925
  QCD_HT700to1000_madgraphMLM   400       2    130  0.1  1265  1265
  QCD_HT700to1000_madgraphMLM   400       2    130 0.15   477   477
  QCD_HT700to1000_madgraphMLM   400       2    130  0.2   159   159
  QCD_HT700to1000_madgraphMLM   400       2    130 0.25    72    72
  QCD_HT700to1000_madgraphMLM   400       2    130  0.3    22    22
  QCD_HT700to1000_madgraphMLM   400       2    130 0.35     8     8
  QCD_HT700to1000_madgraphMLM   400       2    130  0.4     3     3
  QCD_HT700to1000_madgraphMLM   400       2    130 0.45     1     1
  QCD_HT700to1000_madgraphMLM   400       2    130  0.5     2     2
  QCD_HT700to1000_madgraphMLM   400       2    130 0.55     0     0
  QCD_HT700to1000_madgraphMLM   400       2    130  0.6     1     1
  QCD_HT700to1000_madgraphMLM   400       2    130 0.65     0     0
  QCD_HT700to1000_madgraphMLM   400       2    200    0  1658  1658
  QCD_HT700to1000_madgraphMLM   400       2    200 0.05   727   727
  QCD_HT700to1000_madgraphMLM   400       2    200  0.1   246   246
  QCD_HT700to1000_madgraphMLM   400       2    200 0.15    92    92
  QCD_HT700to1000_madgraphMLM   400       2    200  0.2    29    29
  QCD_HT700to1000_madgraphMLM   400       2    200 0.25    13    13
  QCD_HT700to1000_madgraphMLM   400       2    200  0.3     1     1
  QCD_HT700to1000_madgraphMLM   400       2    200 0.35     1     1
  QCD_HT700to1000_madgraphMLM   400       2    200  0.4     0     0
  QCD_HT700to1000_madgraphMLM   400       2    200 0.45     0     0
  QCD_HT700to1000_madgraphMLM   400       2    200  0.5     1     1
  QCD_HT700to1000_madgraphMLM   400       2    200 0.55     1     1
  QCD_HT700to1000_madgraphMLM   400       2    200  0.6     2     2
  QCD_HT700to1000_madgraphMLM   400       2    200 0.65     0     0
  QCD_HT700to1000_madgraphMLM   400       2    200 0.75     1     1
  QCD_HT700to1000_madgraphMLM   400       2    200  0.8     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400    0     4     4
  QCD_HT700to1000_madgraphMLM   400       2    400 0.05     1     1
  QCD_HT700to1000_madgraphMLM   400       2    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400 0.15     1     1
  QCD_HT700to1000_madgraphMLM   400       2    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400 0.25     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400  0.3     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400 0.35     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400  0.5     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400 0.55     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400  0.6     0     0
  QCD_HT700to1000_madgraphMLM   400       2    400 0.75     0     0
  QCD_HT700to1000_madgraphMLM   400       2    800    0     0     0
  QCD_HT700to1000_madgraphMLM   400       2    800 0.05     0     0
  QCD_HT700to1000_madgraphMLM   400       2    800 0.15     0     0
  QCD_HT700to1000_madgraphMLM   400       3    130    0 16649 16649
  QCD_HT700to1000_madgraphMLM   400       3    130 0.05  6934  6934
  QCD_HT700to1000_madgraphMLM   400       3    130  0.1  2943  2943
  QCD_HT700to1000_madgraphMLM   400       3    130 0.15  1333  1333
  QCD_HT700to1000_madgraphMLM   400       3    130  0.2   564   564
  QCD_HT700to1000_madgraphMLM   400       3    130 0.25   320   320
  QCD_HT700to1000_madgraphMLM   400       3    130  0.3   134   134
  QCD_HT700to1000_madgraphMLM   400       3    130 0.35    54    54
  QCD_HT700to1000_madgraphMLM   400       3    130  0.4    33    33
  QCD_HT700to1000_madgraphMLM   400       3    130 0.45    15    15
  QCD_HT700to1000_madgraphMLM   400       3    130  0.5    10    10
  QCD_HT700to1000_madgraphMLM   400       3    130 0.55     5     5
  QCD_HT700to1000_madgraphMLM   400       3    130  0.6     2     2
  QCD_HT700to1000_madgraphMLM   400       3    130 0.65     0     0
  QCD_HT700to1000_madgraphMLM   400       3    130  0.7     1     1
  QCD_HT700to1000_madgraphMLM   400       3    130 0.75     0     0
  QCD_HT700to1000_madgraphMLM   400       3    130  0.8     1     1
  QCD_HT700to1000_madgraphMLM   400       3    130 0.85     0     0
  QCD_HT700to1000_madgraphMLM   400       3    130  0.9     0     0
  QCD_HT700to1000_madgraphMLM   400       3    200    0  3086  3086
  QCD_HT700to1000_madgraphMLM   400       3    200 0.05  1279  1279
  QCD_HT700to1000_madgraphMLM   400       3    200  0.1   544   544
  QCD_HT700to1000_madgraphMLM   400       3    200 0.15   274   274
  QCD_HT700to1000_madgraphMLM   400       3    200  0.2   115   115
  QCD_HT700to1000_madgraphMLM   400       3    200 0.25    73    73
  QCD_HT700to1000_madgraphMLM   400       3    200  0.3    44    44
  QCD_HT700to1000_madgraphMLM   400       3    200 0.35    11    11
  QCD_HT700to1000_madgraphMLM   400       3    200  0.4    11    11
  QCD_HT700to1000_madgraphMLM   400       3    200 0.45    11    11
  QCD_HT700to1000_madgraphMLM   400       3    200  0.5     6     6
  QCD_HT700to1000_madgraphMLM   400       3    200 0.55     7     7
  QCD_HT700to1000_madgraphMLM   400       3    200  0.6     5     5
  QCD_HT700to1000_madgraphMLM   400       3    200 0.65     2     2
  QCD_HT700to1000_madgraphMLM   400       3    200  0.7     0     0
  QCD_HT700to1000_madgraphMLM   400       3    200 0.75     2     2
  QCD_HT700to1000_madgraphMLM   400       3    200  0.8     2     2
  QCD_HT700to1000_madgraphMLM   400       3    200 0.85     0     0
  QCD_HT700to1000_madgraphMLM   400       3    200  0.9     1     1
  QCD_HT700to1000_madgraphMLM   400       3    200 0.95     0     0
  QCD_HT700to1000_madgraphMLM   400       3    200  1.0     1     1
  QCD_HT700to1000_madgraphMLM   400       3    200 1.05     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400    0     2     2
  QCD_HT700to1000_madgraphMLM   400       3    400 0.05     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.1     1     1
  QCD_HT700to1000_madgraphMLM   400       3    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400 0.25     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.3     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400 0.35     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.4     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400 0.45     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.5     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400 0.55     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.6     1     1
  QCD_HT700to1000_madgraphMLM   400       3    400 0.65     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400 0.75     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.8     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  0.9     0     0
  QCD_HT700to1000_madgraphMLM   400       3    400  1.0     1     1
  QCD_HT700to1000_madgraphMLM   400       3    400 1.05     0     0
  QCD_HT700to1000_madgraphMLM   400       3    800    0     0     0
  QCD_HT700to1000_madgraphMLM   400       3    800  0.1     0     0
  QCD_HT700to1000_madgraphMLM   400       3    800  0.6     0     0
  QCD_HT700to1000_madgraphMLM   400       3    800  1.0     0     0
  QCD_HT700to1000_madgraphMLM   400       6    130    0   521   521
  QCD_HT700to1000_madgraphMLM   400       6    130 0.05   309   309
  QCD_HT700to1000_madgraphMLM   400       6    130  0.1   156   156
  QCD_HT700to1000_madgraphMLM   400       6    130 0.15    90    90
  QCD_HT700to1000_madgraphMLM   400       6    130  0.2    45    45
  QCD_HT700to1000_madgraphMLM   400       6    130 0.25    27    27
  QCD_HT700to1000_madgraphMLM   400       6    130  0.3    15    15
  QCD_HT700to1000_madgraphMLM   400       6    130 0.35     4     4
  QCD_HT700to1000_madgraphMLM   400       6    130  0.4     3     3
  QCD_HT700to1000_madgraphMLM   400       6    130 0.45     1     1
  QCD_HT700to1000_madgraphMLM   400       6    130  0.5     3     3
  QCD_HT700to1000_madgraphMLM   400       6    130 0.55     1     1
  QCD_HT700to1000_madgraphMLM   400       6    130  0.6     0     0
  QCD_HT700to1000_madgraphMLM   400       6    130  0.7     0     0
  QCD_HT700to1000_madgraphMLM   400       6    130  0.8     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200    0    90    90
  QCD_HT700to1000_madgraphMLM   400       6    200 0.05    56    56
  QCD_HT700to1000_madgraphMLM   400       6    200  0.1    27    27
  QCD_HT700to1000_madgraphMLM   400       6    200 0.15     9     9
  QCD_HT700to1000_madgraphMLM   400       6    200  0.2     5     5
  QCD_HT700to1000_madgraphMLM   400       6    200 0.25     5     5
  QCD_HT700to1000_madgraphMLM   400       6    200  0.3     2     2
  QCD_HT700to1000_madgraphMLM   400       6    200 0.35     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200  0.4     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200 0.45     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200  0.5     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200 0.55     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200  0.6     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200 0.65     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200 0.75     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200  0.8     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200  0.9     0     0
  QCD_HT700to1000_madgraphMLM   400       6    200  1.0     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400    0     1     1
  QCD_HT700to1000_madgraphMLM   400       6    400 0.05     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400 0.25     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400  0.3     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400  0.6     0     0
  QCD_HT700to1000_madgraphMLM   400       6    400  1.0     0     0
  QCD_HT700to1000_madgraphMLM   400       6    800    0     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130    0     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130 0.05     1     1
  QCD_HT700to1000_madgraphMLM   400       9    130  0.1     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130 0.15     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130  0.2     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130 0.25     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130  0.3     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130 0.35     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130  0.4     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130 0.45     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130  0.5     0     0
  QCD_HT700to1000_madgraphMLM   400       9    130 0.55     0     0
  QCD_HT700to1000_madgraphMLM   400       9    200    0     0     0
  QCD_HT700to1000_madgraphMLM   400       9    200 0.05     0     0
  QCD_HT700to1000_madgraphMLM   400       9    200  0.1     0     0
  QCD_HT700to1000_madgraphMLM   400       9    200 0.15     0     0
  QCD_HT700to1000_madgraphMLM   400       9    200  0.2     0     0
  QCD_HT700to1000_madgraphMLM   400       9    200 0.25     0     0
  QCD_HT700to1000_madgraphMLM   400       9    200  0.3     0     0
  QCD_HT700to1000_madgraphMLM   400       9    400    0     0     0
  QCD_HT700to1000_madgraphMLM   800       2    130    0  1237  1237
  QCD_HT700to1000_madgraphMLM   800       2    130 0.05   486   486
  QCD_HT700to1000_madgraphMLM   800       2    130  0.1   147   147
  QCD_HT700to1000_madgraphMLM   800       2    130 0.15    49    49
  QCD_HT700to1000_madgraphMLM   800       2    130  0.2     7     7
  QCD_HT700to1000_madgraphMLM   800       2    130 0.25     3     3
  QCD_HT700to1000_madgraphMLM   800       2    130  0.3     0     0
  QCD_HT700to1000_madgraphMLM   800       2    130 0.35     1     1
  QCD_HT700to1000_madgraphMLM   800       2    130  0.4     0     0
  QCD_HT700to1000_madgraphMLM   800       2    130 0.45     0     0
  QCD_HT700to1000_madgraphMLM   800       2    130  0.5     0     0
  QCD_HT700to1000_madgraphMLM   800       2    130  0.6     0     0
  QCD_HT700to1000_madgraphMLM   800       2    200    0   101   101
  QCD_HT700to1000_madgraphMLM   800       2    200 0.05    28    28
  QCD_HT700to1000_madgraphMLM   800       2    200  0.1     6     6
  QCD_HT700to1000_madgraphMLM   800       2    200 0.15     4     4
  QCD_HT700to1000_madgraphMLM   800       2    200  0.2     1     1
  QCD_HT700to1000_madgraphMLM   800       2    200 0.25     0     0
  QCD_HT700to1000_madgraphMLM   800       2    200  0.3     0     0
  QCD_HT700to1000_madgraphMLM   800       2    200 0.35     0     0
  QCD_HT700to1000_madgraphMLM   800       2    200  0.5     0     0
  QCD_HT700to1000_madgraphMLM   800       2    200 0.55     0     0
  QCD_HT700to1000_madgraphMLM   800       2    200  0.6     0     0
  QCD_HT700to1000_madgraphMLM   800       2    200 0.75     0     0
  QCD_HT700to1000_madgraphMLM   800       2    400    0     0     0
  QCD_HT700to1000_madgraphMLM   800       2    400 0.05     1     1
  QCD_HT700to1000_madgraphMLM   800       2    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM   800       2    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM   800       2    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   800       2    800 0.05     0     0
  QCD_HT700to1000_madgraphMLM   800       3    130    0  5605  5605
  QCD_HT700to1000_madgraphMLM   800       3    130 0.05  1831  1831
  QCD_HT700to1000_madgraphMLM   800       3    130  0.1   679   679
  QCD_HT700to1000_madgraphMLM   800       3    130 0.15   220   220
  QCD_HT700to1000_madgraphMLM   800       3    130  0.2    77    77
  QCD_HT700to1000_madgraphMLM   800       3    130 0.25    21    21
  QCD_HT700to1000_madgraphMLM   800       3    130  0.3     4     4
  QCD_HT700to1000_madgraphMLM   800       3    130 0.35     3     3
  QCD_HT700to1000_madgraphMLM   800       3    130  0.4     0     0
  QCD_HT700to1000_madgraphMLM   800       3    130 0.45     0     0
  QCD_HT700to1000_madgraphMLM   800       3    130  0.5     0     0
  QCD_HT700to1000_madgraphMLM   800       3    130 0.55     0     0
  QCD_HT700to1000_madgraphMLM   800       3    130  0.6     0     0
  QCD_HT700to1000_madgraphMLM   800       3    130  0.7     0     0
  QCD_HT700to1000_madgraphMLM   800       3    130  0.8     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200    0   364   364
  QCD_HT700to1000_madgraphMLM   800       3    200 0.05   145   145
  QCD_HT700to1000_madgraphMLM   800       3    200  0.1    61    61
  QCD_HT700to1000_madgraphMLM   800       3    200 0.15    23    23
  QCD_HT700to1000_madgraphMLM   800       3    200  0.2    10    10
  QCD_HT700to1000_madgraphMLM   800       3    200 0.25     7     7
  QCD_HT700to1000_madgraphMLM   800       3    200  0.3     3     3
  QCD_HT700to1000_madgraphMLM   800       3    200 0.35     1     1
  QCD_HT700to1000_madgraphMLM   800       3    200  0.4     1     1
  QCD_HT700to1000_madgraphMLM   800       3    200 0.45     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200  0.5     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200 0.55     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200  0.6     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200 0.65     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200 0.75     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200  0.8     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200  0.9     0     0
  QCD_HT700to1000_madgraphMLM   800       3    200  1.0     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400    0     1     1
  QCD_HT700to1000_madgraphMLM   800       3    400 0.05     2     2
  QCD_HT700to1000_madgraphMLM   800       3    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400 0.25     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400  0.3     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400 0.35     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400  0.4     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400  0.6     0     0
  QCD_HT700to1000_madgraphMLM   800       3    400  1.0     0     0
  QCD_HT700to1000_madgraphMLM   800       3    800    0     0     0
  QCD_HT700to1000_madgraphMLM   800       3    800 0.05     0     0
  QCD_HT700to1000_madgraphMLM   800       6    130    0   829   829
  QCD_HT700to1000_madgraphMLM   800       6    130 0.05   409   409
  QCD_HT700to1000_madgraphMLM   800       6    130  0.1   166   166
  QCD_HT700to1000_madgraphMLM   800       6    130 0.15    71    71
  QCD_HT700to1000_madgraphMLM   800       6    130  0.2    25    25
  QCD_HT700to1000_madgraphMLM   800       6    130 0.25    15    15
  QCD_HT700to1000_madgraphMLM   800       6    130  0.3     5     5
  QCD_HT700to1000_madgraphMLM   800       6    130 0.35     2     2
  QCD_HT700to1000_madgraphMLM   800       6    130  0.4     1     1
  QCD_HT700to1000_madgraphMLM   800       6    130 0.45     1     1
  QCD_HT700to1000_madgraphMLM   800       6    130  0.5     0     0
  QCD_HT700to1000_madgraphMLM   800       6    130 0.55     0     0
  QCD_HT700to1000_madgraphMLM   800       6    200    0    64    64
  QCD_HT700to1000_madgraphMLM   800       6    200 0.05    30    30
  QCD_HT700to1000_madgraphMLM   800       6    200  0.1    10    10
  QCD_HT700to1000_madgraphMLM   800       6    200 0.15    12    12
  QCD_HT700to1000_madgraphMLM   800       6    200  0.2     1     1
  QCD_HT700to1000_madgraphMLM   800       6    200 0.25     1     1
  QCD_HT700to1000_madgraphMLM   800       6    200  0.3     0     0
  QCD_HT700to1000_madgraphMLM   800       6    200 0.35     1     1
  QCD_HT700to1000_madgraphMLM   800       6    200  0.4     1     1
  QCD_HT700to1000_madgraphMLM   800       6    200 0.45     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400    0     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400 0.05     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400 0.25     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400 0.35     0     0
  QCD_HT700to1000_madgraphMLM   800       6    400  0.4     0     0
  QCD_HT700to1000_madgraphMLM   800       9    130    0     4     4
  QCD_HT700to1000_madgraphMLM   800       9    130 0.05     5     5
  QCD_HT700to1000_madgraphMLM   800       9    130  0.1     4     4
  QCD_HT700to1000_madgraphMLM   800       9    130 0.15     2     2
  QCD_HT700to1000_madgraphMLM   800       9    130  0.2     4     4
  QCD_HT700to1000_madgraphMLM   800       9    130 0.25     2     2
  QCD_HT700to1000_madgraphMLM   800       9    130  0.3     0     0
  QCD_HT700to1000_madgraphMLM   800       9    130 0.35     0     0
  QCD_HT700to1000_madgraphMLM   800       9    130  0.4     0     0
  QCD_HT700to1000_madgraphMLM   800       9    130 0.45     0     0
  QCD_HT700to1000_madgraphMLM   800       9    200    0     4     4
  QCD_HT700to1000_madgraphMLM   800       9    200 0.05     0     0
  QCD_HT700to1000_madgraphMLM   800       9    200  0.1     0     0
  QCD_HT700to1000_madgraphMLM   800       9    200 0.15     0     0
  QCD_HT700to1000_madgraphMLM   800       9    200  0.2     0     0
  QCD_HT700to1000_madgraphMLM   800       9    200 0.25     0     0
  QCD_HT700to1000_madgraphMLM   800       9    200 0.35     0     0
  QCD_HT700to1000_madgraphMLM   800       9    200  0.4     0     0
  QCD_HT700to1000_madgraphMLM   800       9    400    0     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    130    0     2     2
  QCD_HT700to1000_madgraphMLM  1200       2    130 0.05     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    130  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    130 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    130  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    130 0.25     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    130 0.35     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    200    0     2     2
  QCD_HT700to1000_madgraphMLM  1200       2    200 0.05     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    200  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    200 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    200  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    400    0     3     3
  QCD_HT700to1000_madgraphMLM  1200       2    400 0.05     3     3
  QCD_HT700to1000_madgraphMLM  1200       2    400  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    400 0.15     1     1
  QCD_HT700to1000_madgraphMLM  1200       2    400  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    800    0     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    800 0.05     3     3
  QCD_HT700to1000_madgraphMLM  1200       2    800  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       2    800 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    130    0     7     7
  QCD_HT700to1000_madgraphMLM  1200       3    130 0.05     6     6
  QCD_HT700to1000_madgraphMLM  1200       3    130  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    130 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    130  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    130 0.25     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    130  0.3     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    130 0.35     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    200    0    17    17
  QCD_HT700to1000_madgraphMLM  1200       3    200 0.05     1     1
  QCD_HT700to1000_madgraphMLM  1200       3    200  0.1     2     2
  QCD_HT700to1000_madgraphMLM  1200       3    200 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    200  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    200 0.25     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    200  0.3     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    200 0.35     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    200  0.4     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    400    0    11    11
  QCD_HT700to1000_madgraphMLM  1200       3    400 0.05     8     8
  QCD_HT700to1000_madgraphMLM  1200       3    400  0.1     3     3
  QCD_HT700to1000_madgraphMLM  1200       3    400 0.15     3     3
  QCD_HT700to1000_madgraphMLM  1200       3    400  0.2     1     1
  QCD_HT700to1000_madgraphMLM  1200       3    400 0.25     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    800    0     4     4
  QCD_HT700to1000_madgraphMLM  1200       3    800 0.05     2     2
  QCD_HT700to1000_madgraphMLM  1200       3    800  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    800 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       3    800  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    130    0    30    30
  QCD_HT700to1000_madgraphMLM  1200       6    130 0.05     7     7
  QCD_HT700to1000_madgraphMLM  1200       6    130  0.1     4     4
  QCD_HT700to1000_madgraphMLM  1200       6    130 0.15     1     1
  QCD_HT700to1000_madgraphMLM  1200       6    130  0.2     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    130 0.25     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    130  0.3     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    130 0.35     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    130  0.4     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    130 0.45     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    200    0     3     3
  QCD_HT700to1000_madgraphMLM  1200       6    200 0.05     2     2
  QCD_HT700to1000_madgraphMLM  1200       6    200  0.1     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    200 0.15     1     1
  QCD_HT700to1000_madgraphMLM  1200       6    200  0.2     1     1
  QCD_HT700to1000_madgraphMLM  1200       6    200 0.25     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    200 0.35     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    200  0.4     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    400    0     2     2
  QCD_HT700to1000_madgraphMLM  1200       6    400 0.05     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    400  0.1     1     1
  QCD_HT700to1000_madgraphMLM  1200       6    400 0.15     0     0
  QCD_HT700to1000_madgraphMLM  1200       6    400  0.2     0     0
