                    component htbin njetbin mhtbin   xi     n  nvar
 QCD_HT1500to2000_madgraphMLM   400       6    200 0.15     0     0
 QCD_HT1500to2000_madgraphMLM   400       6    200 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   400       6    400    0     0     0
 QCD_HT1500to2000_madgraphMLM   400       6    400  0.5     0     0
 QCD_HT1500to2000_madgraphMLM   400       9    130    0     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    130    0    69    69
 QCD_HT1500to2000_madgraphMLM   800       2    130 0.05    18    18
 QCD_HT1500to2000_madgraphMLM   800       2    130  0.1     3     3
 QCD_HT1500to2000_madgraphMLM   800       2    130 0.15     1     1
 QCD_HT1500to2000_madgraphMLM   800       2    130  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    200    0   448   448
 QCD_HT1500to2000_madgraphMLM   800       2    200 0.05   116   116
 QCD_HT1500to2000_madgraphMLM   800       2    200  0.1    23    23
 QCD_HT1500to2000_madgraphMLM   800       2    200 0.15     2     2
 QCD_HT1500to2000_madgraphMLM   800       2    200  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    400    0   304   304
 QCD_HT1500to2000_madgraphMLM   800       2    400 0.05    69    69
 QCD_HT1500to2000_madgraphMLM   800       2    400  0.1     5     5
 QCD_HT1500to2000_madgraphMLM   800       2    400 0.15     1     1
 QCD_HT1500to2000_madgraphMLM   800       2    400  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    400 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    800    0     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    800 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    800  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   800       2    800 0.15     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    130    0   229   229
 QCD_HT1500to2000_madgraphMLM   800       3    130 0.05    84    84
 QCD_HT1500to2000_madgraphMLM   800       3    130  0.1    20    20
 QCD_HT1500to2000_madgraphMLM   800       3    130 0.15     5     5
 QCD_HT1500to2000_madgraphMLM   800       3    130  0.2     1     1
 QCD_HT1500to2000_madgraphMLM   800       3    130 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    200    0  1447  1447
 QCD_HT1500to2000_madgraphMLM   800       3    200 0.05   338   338
 QCD_HT1500to2000_madgraphMLM   800       3    200  0.1    92    92
 QCD_HT1500to2000_madgraphMLM   800       3    200 0.15    28    28
 QCD_HT1500to2000_madgraphMLM   800       3    200  0.2     8     8
 QCD_HT1500to2000_madgraphMLM   800       3    200 0.25     5     5
 QCD_HT1500to2000_madgraphMLM   800       3    200  0.3     2     2
 QCD_HT1500to2000_madgraphMLM   800       3    200 0.35     1     1
 QCD_HT1500to2000_madgraphMLM   800       3    200  0.4     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    400    0   774   774
 QCD_HT1500to2000_madgraphMLM   800       3    400 0.05   194   194
 QCD_HT1500to2000_madgraphMLM   800       3    400  0.1    49    49
 QCD_HT1500to2000_madgraphMLM   800       3    400 0.15    16    16
 QCD_HT1500to2000_madgraphMLM   800       3    400  0.2    10    10
 QCD_HT1500to2000_madgraphMLM   800       3    400 0.25     5     5
 QCD_HT1500to2000_madgraphMLM   800       3    400  0.3     1     1
 QCD_HT1500to2000_madgraphMLM   800       3    400 0.35     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    400 0.45     2     2
 QCD_HT1500to2000_madgraphMLM   800       3    400  0.5     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    800    0     1     1
 QCD_HT1500to2000_madgraphMLM   800       3    800 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    800  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    800 0.15     1     1
 QCD_HT1500to2000_madgraphMLM   800       3    800  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    800 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    800  0.3     0     0
 QCD_HT1500to2000_madgraphMLM   800       3    800 0.45     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    130    0    19    19
 QCD_HT1500to2000_madgraphMLM   800       6    130 0.05     4     4
 QCD_HT1500to2000_madgraphMLM   800       6    130  0.1     5     5
 QCD_HT1500to2000_madgraphMLM   800       6    130 0.15     1     1
 QCD_HT1500to2000_madgraphMLM   800       6    130  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    200    0    58    58
 QCD_HT1500to2000_madgraphMLM   800       6    200 0.05    32    32
 QCD_HT1500to2000_madgraphMLM   800       6    200  0.1     9     9
 QCD_HT1500to2000_madgraphMLM   800       6    200 0.15     2     2
 QCD_HT1500to2000_madgraphMLM   800       6    200  0.2     5     5
 QCD_HT1500to2000_madgraphMLM   800       6    200 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    200  0.3     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    200 0.35     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    400    0    35    35
 QCD_HT1500to2000_madgraphMLM   800       6    400 0.05    13    13
 QCD_HT1500to2000_madgraphMLM   800       6    400  0.1     1     1
 QCD_HT1500to2000_madgraphMLM   800       6    400 0.15     1     1
 QCD_HT1500to2000_madgraphMLM   800       6    400  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    400 0.25     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    400  0.3     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    400 0.45     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    800    0     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    800 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    800  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   800       6    800 0.15     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    130    0     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    130 0.05     2     2
 QCD_HT1500to2000_madgraphMLM   800       9    130  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    130 0.15     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    200    0     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    200 0.05     1     1
 QCD_HT1500to2000_madgraphMLM   800       9    200  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    200 0.15     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    200  0.2     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    400    0     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    400 0.05     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    400  0.1     0     0
 QCD_HT1500to2000_madgraphMLM   800       9    400 0.15     0     0
 QCD_HT1500to2000_madgraphMLM  1200       2    130    0 11747 11747
 QCD_HT1500to2000_madgraphMLM  1200       2    130 0.05  1873  1873
 QCD_HT1500to2000_madgraphMLM  1200       2    130  0.1   187   187
 QCD_HT1500to2000_madgraphMLM  1200       2    130 0.15    12    12
 QCD_HT1500to2000_madgraphMLM  1200       2    130  0.2     1     1
 QCD_HT1500to2000_madgraphMLM  1200       2    130 0.25     0     0
 QCD_HT1500to2000_madgraphMLM  1200       2    200    0  4831  4831
 QCD_HT1500to2000_madgraphMLM  1200       2    200 0.05   763   763
 QCD_HT1500to2000_madgraphMLM  1200       2    200  0.1    67    67
 QCD_HT1500to2000_madgraphMLM  1200       2    200 0.15     6     6
 QCD_HT1500to2000_madgraphMLM  1200       2    200  0.2     0     0
 QCD_HT1500to2000_madgraphMLM  1200       2    200 0.25     1     1
 QCD_HT1500to2000_madgraphMLM  1200       2    200  0.3     0     0
 QCD_HT1500to2000_madgraphMLM  1200       2    400    0   465   465
 QCD_HT1500to2000_madgraphMLM  1200       2    400 0.05    67    67
 QCD_HT1500to2000_madgraphMLM  1200       2    400  0.1     3     3
 QCD_HT1500to2000_madgraphMLM  1200       2    400 0.15     0     0
 QCD_HT1500to2000_madgraphMLM  1200       2    400 0.25     0     0
 QCD_HT1500to2000_madgraphMLM  1200       2    800    0     2     2
 QCD_HT1500to2000_madgraphMLM  1200       2    800 0.05     0     0
 QCD_HT1500to2000_madgraphMLM  1200       2    800  0.1     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    130    0 60239 60239
 QCD_HT1500to2000_madgraphMLM  1200       3    130 0.05  8218  8218
 QCD_HT1500to2000_madgraphMLM  1200       3    130  0.1  1104  1104
 QCD_HT1500to2000_madgraphMLM  1200       3    130 0.15   139   139
 QCD_HT1500to2000_madgraphMLM  1200       3    130  0.2     9     9
 QCD_HT1500to2000_madgraphMLM  1200       3    130 0.25     3     3
 QCD_HT1500to2000_madgraphMLM  1200       3    130  0.3     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    200    0 22111 22111
 QCD_HT1500to2000_madgraphMLM  1200       3    200 0.05  3730  3730
 QCD_HT1500to2000_madgraphMLM  1200       3    200  0.1   642   642
 QCD_HT1500to2000_madgraphMLM  1200       3    200 0.15   152   152
 QCD_HT1500to2000_madgraphMLM  1200       3    200  0.2    31    31
 QCD_HT1500to2000_madgraphMLM  1200       3    200 0.25    10    10
 QCD_HT1500to2000_madgraphMLM  1200       3    200  0.3     2     2
 QCD_HT1500to2000_madgraphMLM  1200       3    200 0.35     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    200  0.4     2     2
 QCD_HT1500to2000_madgraphMLM  1200       3    200 0.45     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    400    0  1584  1584
 QCD_HT1500to2000_madgraphMLM  1200       3    400 0.05   304   304
 QCD_HT1500to2000_madgraphMLM  1200       3    400  0.1    64    64
 QCD_HT1500to2000_madgraphMLM  1200       3    400 0.15    23    23
 QCD_HT1500to2000_madgraphMLM  1200       3    400  0.2     2     2
 QCD_HT1500to2000_madgraphMLM  1200       3    400 0.25     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    400  0.3     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    400  0.4     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    400 0.45     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    800    0     7     7
 QCD_HT1500to2000_madgraphMLM  1200       3    800 0.05     3     3
 QCD_HT1500to2000_madgraphMLM  1200       3    800  0.1     3     3
 QCD_HT1500to2000_madgraphMLM  1200       3    800 0.15     0     0
 QCD_HT1500to2000_madgraphMLM  1200       3    800  0.2     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    130    0 10999 10999
 QCD_HT1500to2000_madgraphMLM  1200       6    130 0.05  1937  1937
 QCD_HT1500to2000_madgraphMLM  1200       6    130  0.1   345   345
 QCD_HT1500to2000_madgraphMLM  1200       6    130 0.15    61    61
 QCD_HT1500to2000_madgraphMLM  1200       6    130  0.2     8     8
 QCD_HT1500to2000_madgraphMLM  1200       6    130 0.25     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    130  0.3     1     1
 QCD_HT1500to2000_madgraphMLM  1200       6    130 0.35     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    200    0  3236  3236
 QCD_HT1500to2000_madgraphMLM  1200       6    200 0.05   910   910
 QCD_HT1500to2000_madgraphMLM  1200       6    200  0.1   227   227
 QCD_HT1500to2000_madgraphMLM  1200       6    200 0.15    48    48
 QCD_HT1500to2000_madgraphMLM  1200       6    200  0.2    16    16
 QCD_HT1500to2000_madgraphMLM  1200       6    200 0.25     5     5
 QCD_HT1500to2000_madgraphMLM  1200       6    200  0.3     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    200 0.35     2     2
 QCD_HT1500to2000_madgraphMLM  1200       6    200  0.4     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    400    0   188   188
 QCD_HT1500to2000_madgraphMLM  1200       6    400 0.05    49    49
 QCD_HT1500to2000_madgraphMLM  1200       6    400  0.1    15    15
 QCD_HT1500to2000_madgraphMLM  1200       6    400 0.15     3     3
 QCD_HT1500to2000_madgraphMLM  1200       6    400  0.2     3     3
 QCD_HT1500to2000_madgraphMLM  1200       6    400 0.25     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    400 0.35     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    800    0     1     1
 QCD_HT1500to2000_madgraphMLM  1200       6    800 0.05     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    800  0.1     0     0
 QCD_HT1500to2000_madgraphMLM  1200       6    800 0.15     1     1
 QCD_HT1500to2000_madgraphMLM  1200       6    800  0.2     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    130    0   504   504
 QCD_HT1500to2000_madgraphMLM  1200       9    130 0.05   101   101
 QCD_HT1500to2000_madgraphMLM  1200       9    130  0.1    32    32
 QCD_HT1500to2000_madgraphMLM  1200       9    130 0.15     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    130  0.2     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    130  0.3     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    200    0   113   113
 QCD_HT1500to2000_madgraphMLM  1200       9    200 0.05    38    38
 QCD_HT1500to2000_madgraphMLM  1200       9    200  0.1    13    13
 QCD_HT1500to2000_madgraphMLM  1200       9    200 0.15     7     7
 QCD_HT1500to2000_madgraphMLM  1200       9    200  0.2     2     2
 QCD_HT1500to2000_madgraphMLM  1200       9    200 0.25     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    200  0.3     1     1
 QCD_HT1500to2000_madgraphMLM  1200       9    200 0.35     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    400    0     5     5
 QCD_HT1500to2000_madgraphMLM  1200       9    400 0.05     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    400  0.1     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    400 0.15     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    400  0.2     1     1
 QCD_HT1500to2000_madgraphMLM  1200       9    400 0.25     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    400  0.3     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    800    0     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    800 0.15     0     0
 QCD_HT1500to2000_madgraphMLM  1200       9    800  0.2     0     0
  QCD_HT2000toInf_madgraphMLM   800       2    400    0     2     2
  QCD_HT2000toInf_madgraphMLM   800       2    400 0.05     0     0
  QCD_HT2000toInf_madgraphMLM   800       2    800    0     3     3
  QCD_HT2000toInf_madgraphMLM   800       2    800 0.05     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    130    0     1     1
  QCD_HT2000toInf_madgraphMLM   800       3    130 0.05     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    130  0.1     1     1
  QCD_HT2000toInf_madgraphMLM   800       3    130 0.15     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    200    0     4     4
  QCD_HT2000toInf_madgraphMLM   800       3    200 0.05     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    200  0.1     1     1
  QCD_HT2000toInf_madgraphMLM   800       3    200 0.15     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    400    0     8     8
  QCD_HT2000toInf_madgraphMLM   800       3    400 0.05     3     3
  QCD_HT2000toInf_madgraphMLM   800       3    400  0.1     1     1
  QCD_HT2000toInf_madgraphMLM   800       3    400 0.15     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    400  0.2     1     1
  QCD_HT2000toInf_madgraphMLM   800       3    400 0.25     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    800    0     2     2
  QCD_HT2000toInf_madgraphMLM   800       3    800 0.05     1     1
  QCD_HT2000toInf_madgraphMLM   800       3    800  0.1     0     0
  QCD_HT2000toInf_madgraphMLM   800       3    800  0.2     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    130    0     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    130  0.1     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    200    0     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    200  0.1     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    400    0     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    400 0.05     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    400  0.1     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    400  0.2     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    800    0     0     0
  QCD_HT2000toInf_madgraphMLM   800       6    800 0.05     0     0
  QCD_HT2000toInf_madgraphMLM  1200       2    130    0 11698 11698
  QCD_HT2000toInf_madgraphMLM  1200       2    130 0.05   738   738
  QCD_HT2000toInf_madgraphMLM  1200       2    130  0.1    19    19
  QCD_HT2000toInf_madgraphMLM  1200       2    130 0.15     0     0
  QCD_HT2000toInf_madgraphMLM  1200       2    200    0  5551  5551
  QCD_HT2000toInf_madgraphMLM  1200       2    200 0.05   373   373
  QCD_HT2000toInf_madgraphMLM  1200       2    200  0.1    13    13
  QCD_HT2000toInf_madgraphMLM  1200       2    200 0.15     1     1
  QCD_HT2000toInf_madgraphMLM  1200       2    200  0.2     0     0
  QCD_HT2000toInf_madgraphMLM  1200       2    400    0  1344  1344
  QCD_HT2000toInf_madgraphMLM  1200       2    400 0.05   121   121
  QCD_HT2000toInf_madgraphMLM  1200       2    400  0.1     1     1
  QCD_HT2000toInf_madgraphMLM  1200       2    400 0.15     0     0
  QCD_HT2000toInf_madgraphMLM  1200       2    800    0    86    86
  QCD_HT2000toInf_madgraphMLM  1200       2    800 0.05     3     3
  QCD_HT2000toInf_madgraphMLM  1200       2    800  0.1     2     2
  QCD_HT2000toInf_madgraphMLM  1200       2    800 0.15     0     0
  QCD_HT2000toInf_madgraphMLM  1200       3    130    0 63955 63955
  QCD_HT2000toInf_madgraphMLM  1200       3    130 0.05  3891  3891
  QCD_HT2000toInf_madgraphMLM  1200       3    130  0.1   245   245
  QCD_HT2000toInf_madgraphMLM  1200       3    130 0.15     9     9
  QCD_HT2000toInf_madgraphMLM  1200       3    130  0.2     1     1
  QCD_HT2000toInf_madgraphMLM  1200       3    130 0.25     0     0
  QCD_HT2000toInf_madgraphMLM  1200       3    200    0 28096 28096
  QCD_HT2000toInf_madgraphMLM  1200       3    200 0.05  2394  2394
  QCD_HT2000toInf_madgraphMLM  1200       3    200  0.1   261   261
  QCD_HT2000toInf_madgraphMLM  1200       3    200 0.15    40    40
  QCD_HT2000toInf_madgraphMLM  1200       3    200  0.2     7     7
  QCD_HT2000toInf_madgraphMLM  1200       3    200 0.25     2     2
  QCD_HT2000toInf_madgraphMLM  1200       3    200  0.3     2     2
  QCD_HT2000toInf_madgraphMLM  1200       3    200 0.35     0     0
  QCD_HT2000toInf_madgraphMLM  1200       3    400    0  5498  5498
  QCD_HT2000toInf_madgraphMLM  1200       3    400 0.05   579   579
  QCD_HT2000toInf_madgraphMLM  1200       3    400  0.1    94    94
  QCD_HT2000toInf_madgraphMLM  1200       3    400 0.15    13    13
  QCD_HT2000toInf_madgraphMLM  1200       3    400  0.2     4     4
  QCD_HT2000toInf_madgraphMLM  1200       3    400 0.25     1     1
  QCD_HT2000toInf_madgraphMLM  1200       3    400  0.3     0     0
  QCD_HT2000toInf_madgraphMLM  1200       3    400 0.35     1     1
  QCD_HT2000toInf_madgraphMLM  1200       3    400  0.4     0     0
  QCD_HT2000toInf_madgraphMLM  1200       3    800    0   264   264
  QCD_HT2000toInf_madgraphMLM  1200       3    800 0.05    28    28
  QCD_HT2000toInf_madgraphMLM  1200       3    800  0.1     8     8
  QCD_HT2000toInf_madgraphMLM  1200       3    800 0.15     2     2
  QCD_HT2000toInf_madgraphMLM  1200       3    800  0.2     1     1
  QCD_HT2000toInf_madgraphMLM  1200       3    800 0.25     0     0
  QCD_HT2000toInf_madgraphMLM  1200       3    800 0.35     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    130    0 14352 14352
  QCD_HT2000toInf_madgraphMLM  1200       6    130 0.05  1098  1098
  QCD_HT2000toInf_madgraphMLM  1200       6    130  0.1    93    93
  QCD_HT2000toInf_madgraphMLM  1200       6    130 0.15    10    10
  QCD_HT2000toInf_madgraphMLM  1200       6    130  0.2     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    200    0  5616  5616
  QCD_HT2000toInf_madgraphMLM  1200       6    200 0.05   714   714
  QCD_HT2000toInf_madgraphMLM  1200       6    200  0.1   118   118
  QCD_HT2000toInf_madgraphMLM  1200       6    200 0.15    32    32
  QCD_HT2000toInf_madgraphMLM  1200       6    200  0.2     7     7
  QCD_HT2000toInf_madgraphMLM  1200       6    200 0.25     4     4
  QCD_HT2000toInf_madgraphMLM  1200       6    200  0.3     1     1
  QCD_HT2000toInf_madgraphMLM  1200       6    200 0.35     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    400    0   828   828
  QCD_HT2000toInf_madgraphMLM  1200       6    400 0.05   147   147
  QCD_HT2000toInf_madgraphMLM  1200       6    400  0.1    26    26
  QCD_HT2000toInf_madgraphMLM  1200       6    400 0.15     4     4
  QCD_HT2000toInf_madgraphMLM  1200       6    400  0.2     3     3
  QCD_HT2000toInf_madgraphMLM  1200       6    400 0.25     1     1
  QCD_HT2000toInf_madgraphMLM  1200       6    400  0.3     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    400 0.35     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    400 0.75     1     1
  QCD_HT2000toInf_madgraphMLM  1200       6    400  0.8     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    800    0    32    32
  QCD_HT2000toInf_madgraphMLM  1200       6    800 0.05     3     3
  QCD_HT2000toInf_madgraphMLM  1200       6    800  0.1     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    800 0.15     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    800  0.2     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    800 0.25     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    800  0.4     1     1
  QCD_HT2000toInf_madgraphMLM  1200       6    800 0.45     0     0
  QCD_HT2000toInf_madgraphMLM  1200       6    800 0.75     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    130    0   854   854
  QCD_HT2000toInf_madgraphMLM  1200       9    130 0.05    73    73
  QCD_HT2000toInf_madgraphMLM  1200       9    130  0.1     9     9
  QCD_HT2000toInf_madgraphMLM  1200       9    130 0.15     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    200    0   282   282
  QCD_HT2000toInf_madgraphMLM  1200       9    200 0.05    58    58
  QCD_HT2000toInf_madgraphMLM  1200       9    200  0.1    11    11
  QCD_HT2000toInf_madgraphMLM  1200       9    200 0.15     2     2
  QCD_HT2000toInf_madgraphMLM  1200       9    200  0.2     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    200 0.25     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    200  0.3     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    400    0    35    35
  QCD_HT2000toInf_madgraphMLM  1200       9    400 0.05     8     8
  QCD_HT2000toInf_madgraphMLM  1200       9    400  0.1     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    400 0.15     1     1
  QCD_HT2000toInf_madgraphMLM  1200       9    400  0.2     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    400 0.25     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    400 0.75     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    800    0     2     2
  QCD_HT2000toInf_madgraphMLM  1200       9    800 0.05     1     1
  QCD_HT2000toInf_madgraphMLM  1200       9    800  0.1     1     1
  QCD_HT2000toInf_madgraphMLM  1200       9    800 0.15     0     0
  QCD_HT2000toInf_madgraphMLM  1200       9    800  0.4     0     0
